node	occupation	category
12383	celebrity	P
12384	celebrity	I
12385	scientist	D
12386	celebrity	D
12387	politician	D
12388	celebrity	P
12389	celebrity	I
12390	scientist	P
12391	politician	I
12392	scientist	I
12393	scientist	D
12394	celebrity	P
12395	politician	P
12396	politician	D
12397	politician	P
12398	scientist	D
12399	celebrity	D
12400	politician	D
12401	scientist	I
12402	celebrity	P
12403	politician	P
12404	politician	I
12405	scientist	P
12406	celebrity	I
12407	politician	D
12408	scientist	D
12409	celebrity	I
12410	politician	D
12411	politician	D
12412	scientist	D
12413	scientist	P
12414	scientist	P
12415	celebrity	D
12416	scientist	P
12417	scientist	I
12418	scientist	P
12419	scientist	D
12420	politician	I
12421	scientist	D
12422	politician	D
12423	scientist	P
12424	politician	I
12425	politician	P
12426	celebrity	P
12427	politician	I
12428	scientist	P
12429	scientist	P
12430	politician	I
12431	politician	P
12432	politician	I
12433	celebrity	D
12434	celebrity	P
12435	scientist	P
12436	scientist	D
12437	politician	I
12438	scientist	D
12439	politician	P
12440	celebrity	P
12441	celebrity	I
12442	celebrity	D
12443	politician	P
12444	politician	P
12445	scientist	P
12446	politician	D
12447	scientist	P
12448	scientist	D
12449	celebrity	D
12450	politician	P
12451	scientist	D
12452	scientist	D
12453	scientist	D
12454	celebrity	P
12455	celebrity	P
12456	celebrity	D
12457	scientist	D
12458	celebrity	I
12459	politician	I
12460	politician	D
12461	celebrity	I
12462	celebrity	I
12463	celebrity	P
12464	scientist	P
12465	celebrity	D
12466	celebrity	I
12467	celebrity	D
12468	scientist	I
12469	celebrity	P
12470	scientist	D
12471	politician	D
12472	celebrity	I
12473	politician	I
12474	scientist	I
12475	politician	P
12476	celebrity	I
12477	politician	I
12478	celebrity	P
12479	politician	P
12480	scientist	I
12481	celebrity	I
12482	politician	P
12483	politician	P
12484	politician	I
12485	scientist	P
12486	scientist	I
12487	scientist	P
12488	celebrity	D
12489	celebrity	I
12490	politician	D
12491	celebrity	P
12492	scientist	I
12493	politician	I
12494	celebrity	I
12495	politician	D
12496	celebrity	D
12497	scientist	D
12498	celebrity	I
12499	politician	I
12500	celebrity	P
12501	politician	I
12502	celebrity	I
12503	scientist	I
12504	politician	I
12505	celebrity	I
12506	celebrity	P
12507	politician	D
12508	scientist	P
12509	celebrity	I
12510	celebrity	P
12511	politician	I
12512	politician	P
12513	scientist	I
12514	scientist	I
12515	celebrity	I
12516	scientist	D
12517	scientist	P
12518	politician	I
12519	scientist	P
12520	politician	I
12521	celebrity	D
12522	politician	P
12523	politician	D
12524	politician	D
12525	politician	D
12526	celebrity	D
12527	celebrity	P
12528	scientist	P
12529	scientist	P
12530	scientist	D
12531	politician	D
12532	scientist	D
12533	scientist	I
12534	celebrity	I
12535	scientist	P
12536	politician	D
12537	celebrity	I
12538	scientist	D
12539	celebrity	I
12540	scientist	P
12541	celebrity	P
12542	celebrity	P
12543	politician	D
12544	politician	D
12545	celebrity	D
12546	scientist	D
12547	politician	I
12548	celebrity	P
12549	politician	I
12550	celebrity	P
12551	celebrity	I
12552	celebrity	P
12553	scientist	P
12554	politician	P
12555	politician	P
12556	politician	D
12557	politician	D
12558	politician	P
12559	politician	D
12560	celebrity	P
12561	celebrity	D
12562	celebrity	P
12563	celebrity	I
12564	politician	I
12565	celebrity	D
12566	scientist	P
12567	scientist	D
12568	celebrity	D
12569	celebrity	I
12570	celebrity	D
12571	scientist	P
12572	celebrity	D
12573	politician	D
12574	celebrity	I
12575	scientist	D
12576	politician	I
12577	politician	P
12578	scientist	D
12579	scientist	I
12580	scientist	I
12581	scientist	P
12582	scientist	I
12583	politician	I
12584	celebrity	P
12585	scientist	P
12586	politician	I
12587	scientist	P
12588	celebrity	D
12589	scientist	D
12590	politician	D
12591	politician	I
12592	politician	D
12593	politician	P
12594	politician	I
12595	celebrity	D
12596	politician	D
12597	celebrity	D
12598	politician	I
12599	scientist	D
12600	celebrity	P
12601	scientist	P
12602	scientist	P
12603	scientist	I
12604	scientist	D
12605	politician	P
12606	politician	I
12607	scientist	P
12608	scientist	I
12609	scientist	D
12610	celebrity	P
12611	celebrity	I
12612	scientist	I
12613	celebrity	I
12614	celebrity	D
12615	celebrity	D
12616	celebrity	I
12617	scientist	I
12618	scientist	D
12619	scientist	I
12620	politician	D
12621	politician	D
12622	politician	D
12623	celebrity	I
12624	celebrity	D
12625	politician	P
12626	politician	I
12627	celebrity	I
12628	politician	I
12629	scientist	I
12630	scientist	D
12631	scientist	P
12632	politician	D
12633	celebrity	I
12634	celebrity	I
12635	politician	I
12636	scientist	D
12637	scientist	D
12638	celebrity	D
12639	celebrity	I
12640	celebrity	D
12641	scientist	I
12642	politician	I
12643	scientist	P
12644	politician	I
12645	celebrity	D
12646	politician	I
12647	scientist	P
12648	politician	P
12649	celebrity	P
12650	politician	P
12651	politician	P
12652	celebrity	D
12653	celebrity	P
12654	celebrity	D
12655	politician	D
12656	celebrity	P
12657	scientist	D
12658	politician	I
12659	politician	I
12660	politician	D
12661	celebrity	P
12662	celebrity	P
12663	celebrity	P
12664	politician	D
12665	scientist	P
12666	scientist	D
12667	politician	D
12668	celebrity	I
12669	celebrity	P
12670	celebrity	I
12671	celebrity	P
12672	celebrity	I
12673	scientist	I
12674	celebrity	I
12675	celebrity	P
12676	scientist	I
12677	politician	D
12678	politician	D
12679	scientist	P
12680	celebrity	I
12681	scientist	D
12682	scientist	P
12683	scientist	I
12684	scientist	I
12685	scientist	D
12686	politician	I
12687	celebrity	P
12688	scientist	I
12689	scientist	P
12690	politician	I
12691	scientist	P
12692	scientist	D
12693	celebrity	P
12694	scientist	P
12695	scientist	P
12696	celebrity	D
12697	scientist	D
12698	celebrity	P
12699	scientist	P
12700	politician	P
12701	scientist	D
12702	scientist	I
12703	scientist	I
12704	scientist	I
12705	celebrity	D
12706	politician	P
12707	politician	I
12708	celebrity	P
12709	politician	D
12710	politician	D
12711	politician	P
12712	scientist	P
12713	celebrity	D
12714	politician	I
12715	scientist	D
12716	scientist	I
12717	celebrity	P
12718	celebrity	P
12719	scientist	P
12720	scientist	P
12721	scientist	P
12722	scientist	I
12723	scientist	D
12724	celebrity	I
12725	politician	D
12726	celebrity	D
12727	celebrity	P
12728	scientist	D
12729	celebrity	I
12730	celebrity	I
12731	politician	I
12732	politician	P
12733	politician	D
12734	scientist	P
12735	scientist	I
12736	celebrity	I
12737	scientist	I
12738	politician	D
12739	scientist	P
12740	celebrity	P
12741	celebrity	P
12742	scientist	D
12743	scientist	D
12744	politician	P
12745	politician	P
12746	scientist	D
12747	politician	D
12748	scientist	I
12749	scientist	P
12750	politician	P
12751	celebrity	P
12752	politician	I
12753	scientist	D
12754	politician	D
12755	scientist	D
12756	politician	P
12757	celebrity	I
12758	celebrity	D
12759	celebrity	D
12760	politician	P
12761	scientist	D
12762	scientist	I
12763	politician	D
12764	scientist	I
12765	celebrity	D
12766	scientist	P
12767	scientist	I
12768	celebrity	D
12769	celebrity	P
12770	politician	I
12771	celebrity	P
12772	politician	I
12773	politician	I
12774	celebrity	D
12775	celebrity	I
12776	politician	D
12777	celebrity	P
12778	politician	I
12779	politician	P
12780	celebrity	D
12781	scientist	I
12782	politician	P
12783	scientist	I
12784	scientist	D
12785	celebrity	D
12786	politician	I
12787	politician	P
12788	politician	I
12789	celebrity	I
12790	politician	D
12791	celebrity	I
12792	scientist	I
12793	scientist	D
12794	scientist	D
12795	celebrity	P
12796	celebrity	I
12797	politician	I
12798	celebrity	D
12799	politician	D
12800	scientist	D
12801	politician	D
12802	politician	I
12803	politician	I
12804	politician	I
12805	politician	D
12806	scientist	I
12807	politician	D
12808	celebrity	I
12809	scientist	D
12810	politician	P
12811	politician	I
12812	politician	I
12813	politician	P
12814	scientist	I
12815	scientist	D
12816	celebrity	P
12817	celebrity	D
12818	celebrity	P
12819	scientist	P
12820	politician	P
12821	politician	D
12822	celebrity	D
12823	scientist	D
12824	politician	I
12825	politician	D
12826	celebrity	I
12827	scientist	D
12828	celebrity	D
12829	scientist	P
12830	celebrity	I
12831	celebrity	D
12832	scientist	P
12833	scientist	I
12834	politician	I
12835	scientist	P
12836	scientist	P
12837	scientist	P
12838	celebrity	P
12839	politician	D
12840	scientist	D
12841	celebrity	P
12842	celebrity	D
12843	celebrity	D
12844	celebrity	I
12845	celebrity	I
12846	politician	P
12847	scientist	P
12848	celebrity	P
12849	scientist	D
12850	celebrity	I
12851	politician	I
12852	celebrity	I
12853	politician	I
12854	celebrity	I
12855	politician	D
12856	politician	P
12857	celebrity	P
12858	scientist	D
12859	politician	P
12860	scientist	P
12861	scientist	I
12862	celebrity	P
12863	scientist	D
12864	politician	P
12865	celebrity	P
12866	politician	P
12867	celebrity	D
12868	politician	P
12869	scientist	D
12870	politician	I
12871	celebrity	P
12872	celebrity	D
12873	politician	D
12874	celebrity	I
12875	scientist	I
12876	politician	P
12877	politician	P
12878	politician	D
12879	scientist	I
12880	scientist	D
12881	politician	P
12882	politician	I
12883	celebrity	P
12884	politician	D
12885	scientist	D
12886	celebrity	D
12887	celebrity	D
12888	scientist	P
12889	celebrity	D
12890	politician	I
12891	celebrity	D
12892	celebrity	D
12893	politician	I
12894	politician	P
12895	scientist	P
12896	celebrity	D
12897	celebrity	P
12898	scientist	I
12899	celebrity	I
12900	scientist	I
12901	celebrity	D
12902	politician	I
12903	celebrity	P
12904	scientist	P
12905	politician	D
12906	scientist	P
12907	politician	P
12908	politician	P
12909	scientist	D
12910	politician	P
12911	scientist	I
12912	scientist	P
12913	politician	D
12914	scientist	D
12915	scientist	D
12916	politician	I
12917	politician	P
12918	politician	D
12919	scientist	P
12920	politician	P
12921	scientist	P
12922	scientist	I
12923	scientist	I
12924	celebrity	D
12925	politician	I
12926	politician	D
12927	scientist	I
12928	celebrity	I
12929	celebrity	P
12930	celebrity	P
12931	scientist	P
12932	politician	I
12933	politician	D
12934	politician	P
12935	politician	I
12936	celebrity	P
12937	scientist	P
12938	celebrity	I
12939	scientist	D
12940	politician	I
12941	scientist	P
12942	celebrity	I
12943	politician	D
12944	celebrity	D
12945	politician	I
12946	scientist	I
12947	celebrity	P
12948	celebrity	P
12949	scientist	P
12950	scientist	D
12951	scientist	I
12952	scientist	D
12953	scientist	I
12954	celebrity	P
12955	scientist	P
12956	politician	I
12957	scientist	D
12958	scientist	D
12959	scientist	I
12960	politician	D
12961	politician	P
12962	politician	I
12963	politician	D
12964	celebrity	I
12965	celebrity	P
12966	scientist	I
12967	scientist	P
12968	scientist	I
12969	scientist	P
12970	scientist	I
12971	scientist	I
12972	politician	P
12973	celebrity	D
12974	scientist	D
12975	politician	P
12976	politician	D
12977	celebrity	I
12978	scientist	P
12979	celebrity	P
12980	scientist	P
12981	scientist	I
12982	politician	P
12983	celebrity	I
12984	politician	I
12985	celebrity	I
12986	celebrity	D
12987	scientist	D
12988	politician	D
12989	scientist	I
12990	politician	D
12991	politician	D
12992	politician	I
12993	politician	P
12994	politician	P
12995	scientist	P
12996	celebrity	D
12997	politician	I
12998	scientist	P
12999	scientist	D
13000	scientist	D
13001	celebrity	D
13002	celebrity	P
13003	celebrity	P
13004	scientist	P
13005	politician	D
13006	scientist	I
13007	scientist	D
13008	celebrity	P
13009	scientist	I
13010	celebrity	P
13011	celebrity	P
13012	scientist	I
13013	scientist	P
13014	scientist	I
13015	scientist	P
13016	celebrity	I
13017	politician	I
13018	politician	I
13019	scientist	P
13020	celebrity	I
13021	politician	D
13022	celebrity	P
13023	celebrity	I
13024	scientist	P
13025	politician	D
13026	politician	D
13027	scientist	P
13028	politician	D
13029	politician	D
13030	scientist	D
13031	celebrity	I
13032	celebrity	P
13033	politician	D
13034	scientist	I
13035	politician	P
13036	politician	P
13037	scientist	P
13038	scientist	P
13039	celebrity	I
13040	scientist	D
13041	scientist	D
13042	celebrity	D
13043	politician	I
13044	scientist	P
13045	celebrity	D
13046	scientist	P
13047	politician	I
13048	scientist	D
13049	celebrity	D
13050	celebrity	I
13051	scientist	P
13052	politician	P
13053	politician	I
13054	scientist	P
13055	scientist	D
13056	scientist	D
13057	scientist	I
13058	scientist	P
13059	scientist	D
13060	scientist	P
13061	scientist	D
13062	scientist	P
13063	politician	I
13064	celebrity	I
13065	politician	I
13066	scientist	D
13067	politician	D
13068	scientist	I
13069	scientist	D
13070	scientist	D
13071	politician	P
13072	politician	I
13073	celebrity	D
13074	scientist	P
13075	celebrity	P
13076	politician	P
13077	scientist	I
13078	scientist	D
13079	politician	D
13080	politician	D
13081	scientist	I
13082	scientist	I
13083	politician	D
13084	politician	P
13085	politician	D
13086	politician	I
13087	celebrity	P
13088	politician	P
13089	celebrity	P
13090	celebrity	P
13091	politician	P
13092	scientist	I
13093	celebrity	D
13094	scientist	D
13095	politician	P
13096	celebrity	D
13097	politician	D
13098	scientist	D
13099	politician	I
13100	celebrity	I
13101	politician	P
13102	politician	I
13103	scientist	D
13104	celebrity	P
13105	politician	P
13106	celebrity	D
13107	celebrity	I
13108	celebrity	P
13109	celebrity	D
13110	scientist	D
13111	politician	P
13112	politician	D
13113	politician	P
13114	politician	D
13115	scientist	P
13116	scientist	D
13117	scientist	D
13118	celebrity	I
13119	scientist	P
13120	politician	D
13121	scientist	P
13122	scientist	D
13123	politician	I
13124	celebrity	D
13125	politician	P
13126	celebrity	I
13127	celebrity	I
13128	politician	I
13129	politician	I
13130	scientist	I
13131	scientist	D
13132	scientist	D
13133	celebrity	I
13134	scientist	D
13135	politician	P
13136	politician	I
13137	politician	I
13138	celebrity	D
13139	politician	I
13140	politician	P
13141	celebrity	I
13142	celebrity	I
13143	celebrity	I
13144	politician	D
13145	scientist	I
13146	celebrity	D
13147	celebrity	D
13148	politician	I
13149	politician	P
13150	politician	P
13151	celebrity	I
13152	celebrity	D
13153	celebrity	D
13154	celebrity	P
13155	scientist	D
13156	politician	I
13157	scientist	D
13158	politician	P
13159	politician	I
13160	celebrity	D
13161	celebrity	D
13162	celebrity	I
13163	politician	D
13164	celebrity	I
13165	politician	P
13166	celebrity	D
13167	scientist	D
13168	scientist	P
13169	politician	D
13170	scientist	P
13171	celebrity	I
13172	scientist	D
13173	politician	I
13174	politician	P
13175	scientist	P
13176	politician	P
13177	celebrity	P
13178	politician	P
13179	celebrity	I
13180	celebrity	P
13181	politician	I
13182	celebrity	P
13183	scientist	P
13184	celebrity	D
13185	politician	I
13186	scientist	D
13187	celebrity	I
13188	politician	I
13189	politician	D
13190	celebrity	I
13191	scientist	D
13192	politician	I
13193	celebrity	P
13194	scientist	I
13195	politician	I
13196	celebrity	P
13197	politician	I
13198	politician	I
13199	celebrity	I
13200	scientist	D
13201	celebrity	P
13202	scientist	D
13203	celebrity	P
13204	politician	P
13205	politician	D
13206	politician	I
13207	politician	D
13208	scientist	I
13209	celebrity	D
13210	scientist	I
13211	scientist	D
13212	politician	I
13213	politician	P
13214	politician	P
13215	celebrity	I
13216	politician	P
13217	scientist	I
13218	celebrity	P
13219	scientist	D
13220	celebrity	D
13221	celebrity	I
13222	celebrity	P
13223	celebrity	P
13224	politician	D
13225	celebrity	I
13226	politician	D
13227	scientist	D
13228	scientist	P
13229	celebrity	D
13230	scientist	P
13231	politician	I
13232	politician	D
13233	celebrity	D
13234	celebrity	I
13235	scientist	D
13236	celebrity	P
13237	celebrity	D
13238	politician	D
13239	celebrity	D
13240	scientist	P
13241	politician	I
13242	politician	P
13243	celebrity	P
13244	celebrity	P
13245	celebrity	D
13246	celebrity	I
13247	politician	I
13248	politician	D
13249	scientist	P
13250	celebrity	I
13251	celebrity	D
13252	politician	I
13253	scientist	I
13254	celebrity	D
13255	celebrity	P
13256	politician	D
13257	celebrity	P
13258	scientist	D
13259	scientist	P
13260	celebrity	I
13261	celebrity	P
13262	scientist	I
13263	politician	I
13264	celebrity	I
13265	scientist	P
13266	celebrity	P
13267	politician	P
13268	celebrity	P
13269	politician	P
13270	scientist	P
13271	scientist	P
13272	scientist	D
13273	celebrity	D
13274	celebrity	P
13275	celebrity	P
13276	scientist	P
13277	celebrity	D
13278	scientist	P
13279	politician	P
13280	celebrity	P
13281	scientist	I
13282	celebrity	D
13283	celebrity	D
13284	politician	D
13285	politician	D
13286	politician	D
13287	celebrity	P
13288	celebrity	D
13289	scientist	I
13290	celebrity	I
13291	celebrity	I
13292	politician	D
13293	scientist	D
13294	scientist	D
13295	scientist	D
13296	celebrity	D
13297	politician	D
13298	celebrity	P
13299	scientist	P
13300	politician	P
13301	scientist	P
13302	politician	I
13303	politician	I
13304	politician	I
13305	scientist	D
13306	scientist	I
13307	politician	I
13308	scientist	D
13309	scientist	P
13310	scientist	P
13311	politician	I
13312	politician	P
13313	politician	D
13314	politician	P
13315	celebrity	D
13316	politician	P
13317	scientist	I
13318	scientist	D
13319	politician	P
13320	celebrity	I
13321	celebrity	I
13322	celebrity	P
13323	scientist	D
13324	scientist	I
13325	politician	D
13326	scientist	P
13327	celebrity	P
13328	scientist	D
13329	celebrity	D
13330	celebrity	P
13331	politician	D
13332	politician	D
13333	politician	I
13334	scientist	D
13335	scientist	I
13336	celebrity	P
13337	politician	D
13338	celebrity	I
13339	politician	D
13340	scientist	P
13341	scientist	I
13342	politician	I
13343	politician	I
13344	politician	P
13345	politician	D
13346	celebrity	D
13347	celebrity	P
13348	scientist	I
13349	politician	I
13350	scientist	D
13351	scientist	D
13352	politician	D
13353	celebrity	P
13354	politician	D
13355	scientist	P
13356	celebrity	P
13357	celebrity	I
13358	celebrity	P
13359	scientist	I
13360	politician	I
13361	celebrity	I
13362	celebrity	D
13363	scientist	P
13364	celebrity	I
13365	politician	D
13366	celebrity	I
13367	politician	P
13368	celebrity	D
13369	scientist	D
13370	politician	P
13371	celebrity	P
13372	politician	I
13373	politician	P
13374	celebrity	P
13375	celebrity	I
13376	scientist	D
13377	scientist	D
13378	celebrity	I
13379	celebrity	P
13380	celebrity	I
13381	scientist	I
13382	politician	D
13383	politician	P
13384	politician	I
13385	celebrity	D
13386	scientist	I
13387	politician	P
13388	politician	D
13389	politician	P
13390	scientist	D
13391	politician	D
13392	scientist	P
13393	scientist	P
13394	politician	D
13395	politician	P
13396	scientist	P
13397	politician	I
13398	scientist	I
13399	scientist	P
13400	politician	I
13401	celebrity	D
13402	celebrity	I
13403	celebrity	D
13404	celebrity	D
13405	scientist	P
13406	scientist	I
13407	celebrity	D
13408	celebrity	D
13409	politician	D
13410	politician	I
13411	celebrity	P
13412	politician	I
13413	politician	I
13414	politician	D
13415	scientist	P
13416	politician	D
13417	politician	P
13418	politician	D
13419	politician	I
13420	celebrity	D
13421	politician	D
13422	celebrity	I
13423	scientist	D
13424	politician	D
13425	politician	P
13426	scientist	P
13427	celebrity	P
13428	politician	I
13429	scientist	I
13430	celebrity	I
13431	politician	I
13432	scientist	D
13433	scientist	P
13434	celebrity	P
13435	politician	P
13436	politician	D
13437	celebrity	D
13438	celebrity	D
13439	scientist	I
13440	celebrity	D
13441	politician	P
13442	celebrity	P
13443	scientist	P
13444	politician	D
13445	scientist	I
13446	politician	D
13447	celebrity	P
13448	politician	D
13449	celebrity	P
13450	scientist	P
13451	politician	P
13452	celebrity	P
13453	scientist	D
13454	politician	P
13455	scientist	P
13456	politician	I
13457	politician	I
13458	politician	P
13459	scientist	P
13460	politician	D
13461	politician	I
13462	politician	D
13463	politician	D
13464	politician	I
13465	scientist	P
13466	scientist	P
13467	scientist	P
13468	scientist	I
13469	politician	I
13470	celebrity	I
13471	celebrity	D
13472	politician	D
13473	celebrity	P
13474	celebrity	D
13475	celebrity	D
13476	celebrity	I
13477	scientist	P
13478	celebrity	P
13479	politician	D
13480	politician	P
13481	scientist	I
13482	politician	D
13483	scientist	P
13484	scientist	D
13485	politician	D
13486	politician	I
13487	celebrity	D
13488	scientist	I
13489	politician	D
13490	scientist	D
13491	scientist	P
13492	politician	I
13493	politician	D
13494	celebrity	P
13495	celebrity	D
13496	celebrity	P
13497	celebrity	I
13498	scientist	I
13499	celebrity	P
13500	celebrity	I
13501	celebrity	D
13502	politician	I
13503	celebrity	P
13504	politician	D
13505	scientist	D
13506	scientist	P
13507	politician	I
13508	celebrity	P
13509	scientist	D
13510	politician	I
13511	celebrity	D
13512	politician	D
13513	scientist	D
13514	politician	I
13515	celebrity	D
13516	celebrity	I
13517	scientist	P
13518	celebrity	P
13519	scientist	D
13520	politician	D
13521	politician	I
13522	politician	P
13523	politician	P
13524	celebrity	I
13525	politician	D
13526	scientist	P
13527	politician	I
13528	celebrity	P
13529	celebrity	P
13530	celebrity	I
13531	scientist	I
13532	scientist	D
13533	politician	P
13534	politician	P
13535	scientist	P
13536	scientist	P
13537	scientist	D
13538	scientist	D
13539	scientist	P
13540	scientist	D
13541	politician	I
13542	scientist	I
13543	celebrity	I
13544	scientist	I
13545	scientist	I
13546	celebrity	D
13547	politician	I
13548	scientist	D
13549	politician	I
13550	politician	I
13551	scientist	D
13552	politician	D
13553	politician	D
13554	scientist	D
13555	scientist	I
13556	politician	D
13557	politician	P
13558	celebrity	P
13559	celebrity	D
13560	politician	P
13561	scientist	I
13562	celebrity	D
13563	politician	P
13564	scientist	I
13565	politician	D
13566	politician	I
13567	celebrity	D
13568	scientist	D
13569	politician	I
13570	celebrity	D
13571	scientist	I
13572	politician	P
13573	celebrity	P
13574	celebrity	P
13575	scientist	P
13576	celebrity	I
13577	scientist	I
13578	politician	D
13579	celebrity	P
13580	scientist	I
13581	politician	I
13582	politician	D
13583	politician	I
13584	scientist	D
13585	politician	P
13586	scientist	I
13587	celebrity	I
13588	scientist	P
13589	celebrity	I
13590	scientist	D
13591	celebrity	I
13592	scientist	D
13593	politician	P
13594	politician	I
13595	scientist	I
13596	scientist	I
13597	celebrity	I
13598	politician	I
13599	celebrity	D
13600	scientist	I
13601	scientist	I
13602	celebrity	I
13603	celebrity	P
13604	celebrity	P
13605	politician	I
13606	politician	I
13607	scientist	I
13608	scientist	P
13609	politician	D
13610	politician	P
13611	scientist	P
13612	celebrity	I
13613	politician	P
13614	politician	P
13615	politician	P
13616	scientist	I
13617	politician	P
13618	celebrity	D
13619	celebrity	P
13620	politician	P
13621	celebrity	P
13622	politician	I
13623	politician	I
13624	scientist	D
13625	celebrity	D
13626	celebrity	I
13627	scientist	D
13628	scientist	I
13629	politician	D
13630	scientist	D
13631	scientist	I
13632	celebrity	I
13633	celebrity	I
13634	celebrity	I
13635	scientist	P
13636	politician	I
13637	celebrity	P
13638	scientist	P
13639	politician	D
13640	celebrity	P
13641	celebrity	P
13642	scientist	P
13643	celebrity	I
13644	celebrity	D
13645	celebrity	D
13646	politician	I
13647	scientist	D
13648	scientist	I
13649	politician	I
13650	celebrity	D
13651	celebrity	I
13652	scientist	P
13653	scientist	I
13654	politician	D
13655	celebrity	I
13656	celebrity	D
13657	celebrity	D
13658	scientist	P
13659	politician	D
13660	celebrity	I
13661	politician	D
13662	celebrity	P
13663	scientist	P
13664	politician	I
13665	politician	D
13666	celebrity	P
13667	celebrity	I
13668	politician	I
13669	politician	I
13670	scientist	P
13671	scientist	D
13672	politician	D
13673	celebrity	D
13674	scientist	P
13675	celebrity	D
13676	politician	I
13677	politician	D
13678	politician	I
13679	scientist	D
13680	celebrity	P
13681	celebrity	D
13682	celebrity	D
13683	scientist	I
13684	celebrity	D
13685	scientist	I
13686	politician	D
13687	politician	P
13688	politician	P
13689	politician	I
13690	scientist	I
13691	politician	D
13692	scientist	P
13693	politician	I
13694	celebrity	I
13695	celebrity	I
13696	scientist	I
13697	scientist	I
13698	celebrity	D
13699	celebrity	P
13700	scientist	D
13701	celebrity	P
13702	celebrity	P
13703	scientist	P
13704	politician	I
13705	celebrity	D
13706	scientist	P
13707	scientist	P
13708	politician	D
13709	politician	I
13710	celebrity	I
13711	scientist	I
13712	celebrity	I
13713	celebrity	I
13714	politician	I
13715	scientist	I
13716	scientist	P
13717	scientist	I
13718	celebrity	I
13719	politician	D
13720	scientist	I
13721	politician	I
13722	celebrity	D
13723	celebrity	I
13724	politician	I
13725	celebrity	I
13726	celebrity	P
13727	scientist	I
13728	celebrity	P
13729	politician	P
13730	politician	I
13731	politician	I
13732	politician	D
13733	politician	I
13734	celebrity	I
13735	celebrity	D
13736	scientist	I
13737	politician	I
13738	scientist	I
13739	celebrity	I
13740	scientist	I
13741	celebrity	P
13742	politician	P
13743	scientist	P
13744	politician	I
13745	scientist	P
13746	scientist	D
13747	politician	P
13748	celebrity	D
13749	celebrity	D
13750	politician	I
13751	politician	I
13752	scientist	I
13753	celebrity	D
13754	celebrity	D
13755	scientist	I
13756	politician	D
13757	politician	P
13758	celebrity	D
13759	scientist	P
13760	celebrity	I
13761	celebrity	P
13762	celebrity	I
13763	scientist	D
13764	politician	P
13765	scientist	I
13766	scientist	P
13767	scientist	P
13768	scientist	I
13769	politician	I
13770	scientist	P
13771	politician	D
13772	celebrity	D
13773	politician	D
13774	scientist	P
13775	politician	P
13776	celebrity	D
13777	scientist	P
13778	scientist	D
13779	scientist	P
13780	politician	P
13781	politician	P
13782	politician	D
13783	politician	I
13784	scientist	D
13785	celebrity	D
13786	celebrity	D
13787	politician	I
13788	celebrity	D
13789	politician	D
13790	celebrity	D
13791	politician	D
13792	scientist	D
13793	politician	D
13794	scientist	D
13795	scientist	D
13796	scientist	D
13797	scientist	D
13798	politician	P
13799	celebrity	I
13800	politician	I
13801	politician	D
13802	scientist	D
13803	scientist	P
13804	politician	D
13805	celebrity	I
13806	politician	D
13807	celebrity	D
13808	celebrity	P
13809	scientist	D
13810	scientist	D
13811	celebrity	I
13812	scientist	P
13813	celebrity	D
13814	scientist	I
13815	celebrity	I
13816	politician	D
13817	scientist	D
13818	scientist	P
13819	scientist	D
13820	celebrity	I
13821	scientist	P
13822	celebrity	P
13823	politician	P
13824	politician	D
13825	celebrity	D
13826	politician	D
13827	scientist	D
13828	politician	D
13829	celebrity	D
13830	celebrity	D
13831	scientist	I
13832	scientist	I
13833	celebrity	I
13834	politician	D
13835	scientist	D
13836	scientist	P
13837	scientist	I
13838	scientist	I
13839	politician	P
13840	scientist	I
13841	politician	D
13842	scientist	I
13843	celebrity	P
13844	scientist	P
13845	politician	P
13846	politician	P
13847	celebrity	D
13848	politician	I
13849	celebrity	I
13850	politician	P
13851	politician	I
13852	celebrity	I
13853	scientist	P
13854	celebrity	P
13855	scientist	P
13856	scientist	P
13857	celebrity	P
13858	politician	I
13859	scientist	P
13860	scientist	D
13861	politician	D
13862	politician	P
13863	scientist	I
13864	politician	D
13865	scientist	D
13866	politician	I
13867	scientist	P
13868	scientist	P
13869	politician	P
13870	scientist	P
13871	politician	P
13872	politician	I
13873	politician	D
13874	celebrity	I
13875	celebrity	D
13876	scientist	P
13877	celebrity	P
13878	scientist	D
13879	politician	D
13880	politician	P
13881	celebrity	D
13882	scientist	I
13883	scientist	P
13884	scientist	D
13885	scientist	P
13886	celebrity	I
13887	politician	D
13888	celebrity	D
13889	politician	I
13890	celebrity	P
13891	celebrity	P
13892	politician	P
13893	scientist	I
13894	politician	I
13895	celebrity	P
13896	scientist	P
13897	celebrity	P
13898	celebrity	I
13899	politician	D
13900	scientist	P
13901	scientist	I
13902	celebrity	I
13903	scientist	D
13904	politician	D
13905	celebrity	P
13906	scientist	P
13907	politician	D
13908	celebrity	I
13909	scientist	D
13910	celebrity	D
13911	politician	I
13912	celebrity	P
13913	politician	D
13914	politician	D
13915	politician	D
13916	scientist	D
13917	politician	P
13918	celebrity	P
13919	politician	D
13920	politician	D
13921	politician	I
13922	celebrity	P
13923	scientist	P
13924	politician	D
13925	celebrity	I
13926	politician	P
13927	celebrity	I
13928	celebrity	P
13929	scientist	P
13930	scientist	D
13931	politician	D
13932	celebrity	I
13933	politician	I
13934	scientist	I
13935	politician	I
13936	scientist	I
13937	scientist	D
13938	scientist	I
13939	celebrity	I
13940	politician	D
13941	politician	D
